epoch,beta,lr,train_total_loss,train_recon_loss,train_mse_loss,train_ce_loss,train_kl_loss,train_contrast_loss,train_separation_loss,train_acc,train_proto_dist,train_intra_var_class_0,train_intra_var_class_1,train_intra_var_total,train_intra_var_weighted,val_total_loss,val_recon_loss,val_mse_loss,val_ce_loss,val_kl_loss,val_contrast_loss,val_separation_loss,val_acc,val_proto_dist,val_intra_var_class_0,val_intra_var_class_1,val_intra_var_total,val_intra_var_weighted
25,0.01,0.003,2.0787370255335103,0.012349402289852185,0.012349402289852185,0.0,0.16381350141363835,6.882497741422402,0.0,0.0,5.66821589764899,14.661797600668736,7.44186269256783,11.051830146618283,14.627976793186125,6.791552426293492,0.00803639180958271,0.00803639180958271,0.0,0.16871844232082367,6.614797592163086,0.0,0.0,5.63718843460083,14.964705467224121,7.732034206390381,11.348369836807251,14.915769937719157
26,0.01,0.003,2.08866004618986,0.022627592068316264,0.022627592068316264,0.0,0.15842909786555576,6.881493722511875,0.0,0.0,5.609909814631961,14.332371508101202,7.334638105923686,10.833504807012444,14.299613535917636,6.851963065564632,0.07365197688341141,0.07365197688341141,0.0,0.16589386761188507,6.612417221069336,0.0,0.0,5.586935997009277,13.899653434753418,8.48931884765625,11.194486141204834,13.863047652702692
27,0.01,0.003,2.1579935244498256,0.0924177708396461,0.0924177708396461,0.0,0.15289657649904279,6.880155616377888,0.0,0.0,5.518423682869772,13.79407886723195,7.247449078282312,10.52076397275713,13.763816546223799,6.884676173329353,0.11292478442192078,0.11292478442192078,0.0,0.15766094624996185,6.614090442657471,0.0,0.0,5.492830276489258,14.814123153686523,7.746461391448975,11.280292272567749,14.766304061925782
28,0.01,0.003,2.175908218317572,0.11029304014005913,0.11029304014005913,0.0,0.14387250754858738,6.88058779103362,0.0,0.0,5.486842803063887,14.357424929446323,7.586342640378649,10.971883784912485,14.325808848329014,6.907836958765984,0.14761976897716522,0.14761976897716522,0.0,0.15007352828979492,6.610143661499023,0.0,0.0,5.472501277923584,13.314457893371582,8.671493530273438,10.99297571182251,13.283044061415573
29,0.01,0.003,2.1663862678719017,0.10151528464195095,0.10151528464195095,0.0,0.1334911099370327,6.878453196075248,0.0,0.0,5.41962187173814,13.326747549012696,7.2215085807527455,10.27412806488272,13.298665619991803,6.799488116055727,0.04580366984009743,0.04580366984009743,0.0,0.13801424205303192,6.615670204162598,0.0,0.0,5.417916774749756,15.95506763458252,7.210136413574219,11.58260202407837,15.895900305617646
30,0.01,0.003,2.1182684134142544,0.0515850345808084,0.0515850345808084,0.0,0.1245441209924529,6.88479293901906,0.0,0.0,5.514074930974193,16.60411559990883,8.442990715651188,12.52355315778001,16.56372448421589,6.780856655910611,0.026489736512303352,0.026489736512303352,0.0,0.13747553527355194,6.616891384124756,0.0,0.0,5.589879989624023,16.579410552978516,7.783097743988037,12.181254148483276,16.519895581334467
31,0.01,0.003,2.1013579236655158,0.03516604081165756,0.03516604081165756,0.0,0.12664253016507399,6.883084254736565,0.0,0.0,5.625195308815745,15.815430968027457,7.83698913553806,11.826210051782757,15.777493607310209,6.830809950828552,0.07714886963367462,0.07714886963367462,0.0,0.13806097209453583,6.615600109100342,0.0,0.0,5.65226936340332,16.50076675415039,7.774339199066162,12.137552976608276,16.441724619136288
32,0.01,0.003,2.1094729075136835,0.04282980247032888,0.04282980247032888,0.0,0.12662383667197,6.884589464600358,0.0,0.0,5.745902928133541,16.895891875643173,8.3761449797413,12.636018427692235,16.85421620097368,6.767797594889998,0.014089828357100487,0.014089828357100487,0.0,0.13507544994354248,6.6186323165893555,0.0,0.0,5.833627223968506,17.9438533782959,7.952672481536865,12.948262929916382,17.876254048818502
33,0.01,0.003,2.092641354478454,0.025720109182663497,0.025720109182663497,0.0,0.122859642152701,6.885641887149995,0.0,0.0,5.933112034191509,17.752578817500485,8.835531965493223,13.294055391496855,17.709067135310242,6.785794198513031,0.038279056549072266,0.038279056549072266,0.0,0.12904208898544312,6.618473052978516,0.0,0.0,5.990640640258789,18.33198356628418,8.73102855682373,13.531506061553955,18.26702446608485
34,0.01,0.003,2.1036007601609277,0.03646624446862346,0.03646624446862346,0.0,0.11440104302150156,6.88663481359101,0.0,0.0,6.057763326451225,18.286964139189056,8.984192174957801,13.635578157073429,18.24168056795722,6.7725840620696545,0.032156091183423996,0.032156091183423996,0.0,0.12141704559326172,6.619010925292969,0.0,0.0,6.117372512817383,18.593311309814453,8.605947494506836,13.599629402160645,18.525737806327932
35,0.01,0.003,2.102226223406671,0.03509834042357204,0.03509834042357204,0.0,0.10806227825471174,6.886823764951383,0.0,0.0,6.193045896576454,18.652700175258204,9.398573992800632,14.025637084029418,18.607765833536785,6.770400494337082,0.0325700119137764,0.0325700119137764,0.0,0.11756356805562973,6.620266914367676,0.0,0.0,6.255711078643799,19.521421432495117,9.252713203430176,14.387067317962646,19.451944380877627
36,0.01,0.003,2.088621094780098,0.021371540231316606,0.021371540231316606,0.0,0.1041472877123685,6.887359848161865,0.0,0.0,6.340224339612873,19.0979784276211,9.697532035824649,14.397755231722874,19.052264980783168,6.76439893245697,0.030803918838500977,0.030803918838500977,0.0,0.11431705951690674,6.6192779541015625,0.0,0.0,6.382388591766357,19.090354919433594,9.400794982910156,14.245574951171875,19.024796327170243
37,0.01,0.003,2.0985791971962935,0.03155424318579494,0.03155424318579494,0.0,0.10002568691261006,6.886748732365445,0.0,0.0,6.417579459820426,18.979773671033954,9.646875744792009,14.313324707912981,18.935179299892503,6.767889648675919,0.03716423362493515,0.03716423362493515,0.0,0.11126149445772171,6.619463920593262,0.0,0.0,6.458690166473389,19.669944763183594,9.55757999420166,14.613762378692627,19.601525515761523
38,0.01,0.003,2.092918414292899,0.0257585168335051,0.0257585168335051,0.0,0.09679693629888853,6.887306097748073,0.0,0.0,6.523119141681485,19.420972472598862,9.983027049811195,14.701999761205029,19.375217134291,6.742096997797489,0.015000864863395691,0.015000864863395691,0.0,0.10733085125684738,6.619765281677246,0.0,0.0,6.562285900115967,19.68108558654785,9.800904273986816,14.740994930267334,19.614237269142162
39,0.01,0.003,2.088798577528465,0.021897753571040776,0.021897753571040776,0.0,0.09211203833413292,6.886598685365905,0.0,0.0,6.617423219240169,19.307083744257184,10.185080782298598,14.746082263277891,19.263715518731356,6.744095303118229,0.022124595940113068,0.022124595940113068,0.0,0.10260358452796936,6.6193671226501465,0.0,0.0,6.657433986663818,19.708345413208008,10.579719543457031,15.14403247833252,19.646582044671124
40,0.01,0.003,2.089806281565002,0.022748266696089772,0.022748266696089772,0.0,0.08696001608831955,6.887294366259514,0.0,0.0,6.683911847308982,19.76345959421674,10.434393103830311,15.098926349023527,19.718796785056387,6.751078750938177,0.027190472930669785,0.027190472930669785,0.0,0.10528981685638428,6.618598461151123,0.0,0.0,6.7091875076293945,19.57837677001953,10.253649711608887,14.916013240814209,19.515286600476834
41,0.01,0.003,2.0866142239716243,0.019781832184804945,0.019781832184804945,0.0,0.09380615903227486,6.886313946618638,0.0,0.0,6.721253950332605,19.42332184168478,10.05040868471883,14.736865263201803,19.378982051051775,6.741451503708959,0.01685621775686741,0.01685621775686741,0.0,0.10433027893304825,6.620265007019043,0.0,0.0,6.73953104019165,20.55303382873535,10.065372467041016,15.309203147888184,20.482075362147434
42,0.01,0.003,2.0798113203583917,0.013078820453609087,0.013078820453609087,0.0,0.0882349564100457,6.8861669932728615,0.0,0.0,6.756136261057026,19.49148571569034,10.185982232304163,14.83873397399725,19.44725937496057,6.719849829096347,0.007742669899016619,0.007742669899016619,0.0,0.09308192878961563,6.619025230407715,0.0,0.0,6.749746799468994,19.981548309326172,10.469849586486816,15.225698947906494,19.917193108224417
43,0.01,0.003,2.073593045301644,0.007194684717135177,0.007194684717135177,0.0,0.0811687342256611,6.885288485221096,0.0,0.0,6.753862470971857,19.16516901462827,10.350030189455412,14.75759960204184,19.124183398629878,6.725055295042694,0.013767014257609844,0.013767014257609844,0.0,0.09347326308488846,6.617815017700195,0.0,0.0,6.744099140167236,19.627811431884766,10.47268009185791,15.050245761871338,19.565868729990132
44,0.01,0.003,2.07785853808121,0.01176004734131452,0.01176004734131452,0.0,0.08152691503785914,6.884277018763881,0.0,0.0,6.722365818705766,18.868239844134756,10.190201681670306,14.529220762902531,18.82750810490237,6.717897234484553,0.01181831769645214,0.01181831769645214,0.0,0.09118595719337463,6.614892959594727,0.0,0.0,6.691606521606445,18.084716796875,10.907177925109863,14.495947360992432,18.036154287593774
45,0.01,0.003,2.083262778237108,0.017815921343794942,0.017815921343794942,0.0,0.07518042635762856,6.882316579149087,0.0,0.0,6.633395620812576,17.97822061029373,10.703209024781318,14.340714817537524,17.944385023473043,6.710617760196328,0.008810872212052345,0.008810872212052345,0.0,0.08829055726528168,6.613516330718994,0.0,0.0,6.6023030281066895,17.47498893737793,11.62481689453125,14.54990291595459,17.435407259144867
46,0.01,0.003,2.112176854004906,0.0470198103596479,0.0470198103596479,0.0,0.07647340503187972,6.8813075039723435,0.0,0.0,6.529168917472479,17.500267126391556,9.873378120119657,13.686822623255607,17.465356326918478,6.719450706616044,0.018174560740590096,0.018174560740590096,0.0,0.08725913614034653,6.614017009735107,0.0,0.0,6.490895748138428,17.667926788330078,10.505667686462402,14.08679723739624,17.619467660441934
47,0.01,0.003,2.093719419503268,0.02875500681334331,0.02875500681334331,0.0,0.0758391322027887,6.880686183412652,0.0,0.0,6.416563756096864,17.367793125261123,9.782804259865566,13.575298692563345,17.333186868773648,6.724602900445461,0.02536587417125702,0.02536587417125702,0.0,0.08584515005350113,6.613391876220703,0.0,0.0,6.3793768882751465,17.503286361694336,9.566206932067871,13.534746646881104,17.449584877055454
48,0.01,0.003,2.090000355284135,0.02495052248795734,0.02495052248795734,0.0,0.07406913790063209,6.881030312346217,0.0,0.0,6.361603147396684,17.355651398422015,9.745656272755749,13.550653835588882,17.319259078967544,6.717749495059252,0.02028552070260048,0.02028552070260048,0.0,0.08458183705806732,6.612882137298584,0.0,0.0,6.350190162658691,17.301780700683594,10.461124420166016,13.881452560424805,17.255497505280907
49,0.01,0.003,2.0894474449247333,0.02448629791753795,0.02448629791753795,0.0,0.07214143203536919,6.8807986197724285,0.0,0.0,6.332224013941682,17.452012873853477,9.935529851129303,13.69377136249139,17.416749719974735,6.728073077276349,0.027496444061398506,0.027496444061398506,0.0,0.08624252676963806,6.6143341064453125,0.0,0.0,6.343483924865723,18.318965911865234,9.596693992614746,13.95782995223999,18.259951893467058
50,0.01,0.003,2.0893561228296833,0.024319977060259866,0.024319977060259866,0.0,0.07428909885653065,6.880977375704637,0.0,0.0,6.3332206364618955,17.422692004397717,9.43172891828915,13.427210461343433,17.384479239166826,6.72667434066534,0.03073953092098236,0.03073953092098236,0.0,0.0829644575715065,6.612970352172852,0.0,0.0,6.327051162719727,17.35808753967285,9.623518943786621,13.490803241729736,17.305756223056573
51,0.01,0.003,2.085605321245385,0.020475702889261684,0.020475702889261684,0.0,0.06938043025720216,6.881452173826994,0.0,0.0,6.34146290228716,17.90227352213032,9.715268030268689,13.808770776199504,17.862929296132574,6.701230339705944,0.011420115828514099,0.011420115828514099,0.0,0.07459444552659988,6.61521577835083,0.0,0.0,6.368560791015625,18.95387077331543,9.340808868408203,14.147339820861816,18.888829759073836
52,0.01,0.003,2.0816908338865887,0.016651429181966635,0.016651429181966635,0.0,0.06418985258705216,6.881324506310065,0.0,0.0,6.410393668478196,17.92698366777046,10.370540351788016,14.148762009779238,17.890539026422186,6.70719370059669,0.022661378607153893,0.022661378607153893,0.0,0.0705205574631691,6.614011764526367,0.0,0.0,6.424560070037842,18.259685516357422,10.095494270324707,14.177589893341064,18.20444741591065
53,0.01,0.003,2.0862765671907533,0.020920077651929714,0.020920077651929714,0.0,0.060804238599800185,6.88249439933038,0.0,0.0,6.445611002674864,18.71446924699999,10.572018159832975,14.643243703416482,18.674689961799096,6.708025733008981,0.026979798451066017,0.026979798451066017,0.0,0.06642906367778778,6.614616870880127,0.0,0.0,6.474215030670166,18.815216064453125,10.164816856384277,14.490016460418701,18.756688329621806
