epoch,beta,lr,train_total_loss,train_recon_loss,train_mse_loss,train_ce_loss,train_kl_loss,train_contrast_loss,train_separation_loss,train_acc,train_proto_dist,val_total_loss,val_recon_loss,val_mse_loss,val_ce_loss,val_kl_loss,val_contrast_loss,val_separation_loss,val_acc,val_proto_dist
28,0.01,0.003,6.432354927062988,0.1032099649310112,0.1032099649310112,0.0,0.06306803971529007,6.9919257164001465,5.333395481109619,0.0,2.666604518890381,10.950008697807789,0.09083693474531174,0.09083693474531174,0.0,0.0671781450510025,5.4585981369018555,5.333395481109619,0.0,2.666604518890381
29,0.01,0.003,6.4159345626831055,0.09221848100423813,0.09221848100423813,0.0,0.06259103119373322,6.98789644241333,5.325880527496338,0.0,2.674119472503662,10.929168805480003,0.08404724299907684,0.08404724299907684,0.0,0.06666630506515503,5.452574729919434,5.325880527496338,0.0,2.674119472503662
30,0.01,0.003,6.405699729919434,0.08570680022239685,0.08570680022239685,0.0,0.06219704449176788,6.982511043548584,5.32465934753418,0.0,2.6753408908843994,10.920264519751072,0.08242042362689972,0.08242042362689972,0.0,0.0662657842040062,5.446918964385986,5.32465934753418,0.0,2.6753408908843994
31,0.01,0.003,6.401824951171875,0.08453407138586044,0.08453407138586044,0.0,0.061799660325050354,6.9769744873046875,5.32621955871582,0.0,2.6737802028656006,10.910052545368671,0.07657387852668762,0.07657387852668762,0.0,0.06571695953607559,5.441542148590088,5.32621955871582,0.0,2.6737802028656006
32,0.01,0.003,6.394739627838135,0.0771949365735054,0.0771949365735054,0.0,0.06131798401474953,6.972407817840576,5.333716869354248,0.0,2.666283130645752,10.909777887165546,0.07392431795597076,0.07392431795597076,0.0,0.06508731096982956,5.437049388885498,5.333716869354248,0.0,2.666283130645752
33,0.01,0.003,6.3959503173828125,0.07492631673812866,0.07492631673812866,0.0,0.0607832595705986,6.968581676483154,5.348166465759277,0.0,2.6518337726593018,10.918361507356167,0.0694958046078682,0.0694958046078682,0.0,0.06429453194141388,5.436404705047607,5.348166465759277,0.0,2.6518337726593018
34,0.01,0.003,6.397836685180664,0.07085145264863968,0.07085145264863968,0.0,0.06004978343844414,6.9674859046936035,5.3647308349609375,0.0,2.6352694034576416,10.924297042191029,0.06025078892707825,0.06025078892707825,0.0,0.06340900808572769,5.435906410217285,5.3647308349609375,0.0,2.6352694034576416
35,0.01,0.003,6.3939642906188965,0.06155048683285713,0.06155048683285713,0.0,0.05930966138839722,6.966442108154297,5.379887580871582,0.0,2.620112657546997,10.954398043453693,0.0783228725194931,0.0783228725194931,0.0,0.06261339038610458,5.433574199676514,5.379887580871582,0.0,2.620112657546997
36,0.01,0.003,6.417438507080078,0.07878712564706802,0.07878712564706802,0.0,0.058711014688014984,6.964726448059082,5.3980712890625,0.0,2.601928472518921,10.968374773859978,0.07627270370721817,0.07627270370721817,0.0,0.06173402816057205,5.4322967529296875,5.3980712890625,0.0,2.601928472518921
37,0.01,0.003,6.420910358428955,0.07592117786407471,0.07592117786407471,0.0,0.057938352227211,6.963716983795166,5.415449142456055,0.0,2.5845508575439453,10.969035495072603,0.06064062938094139,0.06064062938094139,0.0,0.06079774349927902,5.432147979736328,5.415449142456055,0.0,2.5845508575439453
38,0.01,0.003,6.412397384643555,0.060322023928165436,0.060322023928165436,0.0,0.05703983083367348,6.963660717010498,5.4332709312438965,0.0,2.5667290687561035,10.982441797852516,0.05796423554420471,0.05796423554420471,0.0,0.05987165868282318,5.431334972381592,5.4332709312438965,0.0,2.5667290687561035
39,0.01,0.003,6.41850471496582,0.05845823884010315,0.05845823884010315,0.0,0.056202299892902374,6.962766170501709,5.454561710357666,0.0,2.545438289642334,10.996083110570908,0.05396919324994087,0.05396919324994087,0.0,0.0589623861014843,5.428589820861816,5.454561710357666,0.0,2.545438289642334
40,0.01,0.003,6.422610282897949,0.05350794643163681,0.05350794643163681,0.0,0.05545547977089882,6.960875511169434,5.480055332183838,0.0,2.519944667816162,11.021627247333527,0.05636313930153847,0.05636313930153847,0.0,0.05807187780737877,5.4271368980407715,5.480055332183838,0.0,2.519944667816162
41,0.01,0.003,6.434295654296875,0.05483602359890938,0.05483602359890938,0.0,0.05466450750827789,6.959742069244385,5.507668495178223,0.0,2.4923312664031982,11.041973825544119,0.05008254200220108,0.05008254200220108,0.0,0.05711688473820686,5.427105903625488,5.507668495178223,0.0,2.4923312664031982
42,0.006999999999999999,0.00294,6.438580513000488,0.04851985722780228,0.04851985722780228,0.0,0.05376475304365158,6.959918022155762,5.533930778503418,0.0,2.466068983078003,11.064700171351433,0.047234829515218735,0.047234829515218735,0.0,0.056137312203645706,5.42739725112915,5.533930778503418,0.0,2.466068983078003
43,0.006999999999999999,0.00294,6.4444379806518555,0.04534569010138512,0.04534569010138512,0.0,0.05289650708436966,6.9600396156311035,5.5567450523376465,0.0,2.4432549476623535,11.086444023996592,0.048496831208467484,0.048496831208467484,0.0,0.05518151819705963,5.426020622253418,5.5567450523376465,0.0,2.4432549476623535
44,0.006999999999999999,0.00294,6.452633857727051,0.045647867023944855,0.045647867023944855,0.0,0.05208304151892662,6.959228992462158,5.577709197998047,0.0,2.422290563583374,11.102711822837591,0.04528418928384781,0.04528418928384781,0.0,0.05422090366482735,5.425497531890869,5.577709197998047,0.0,2.422290563583374
45,0.006999999999999999,0.00294,6.456844806671143,0.0421723835170269,0.0421723835170269,0.0,0.051199112087488174,6.958934307098389,5.597382545471191,0.0,2.4026176929473877,11.11730582267046,0.04103650525212288,0.04103650525212288,0.0,0.05324285104870796,5.4256439208984375,5.597382545471191,0.0,2.4026176929473877
46,0.006999999999999999,0.00294,6.460054397583008,0.03798738867044449,0.03798738867044449,0.0,0.05031045153737068,6.958995819091797,5.6157917976379395,0.0,2.3842082023620605,11.145814508199692,0.05269980430603027,0.05269980430603027,0.0,0.05230221152305603,5.425020694732666,5.6157917976379395,0.0,2.3842082023620605
47,0.006999999999999999,0.00294,6.478020191192627,0.049433089792728424,0.049433089792728424,0.0,0.04951569065451622,6.958422660827637,5.6329665184021,0.0,2.3670334815979004,11.158696301281452,0.049842555075883865,0.049842555075883865,0.0,0.05142347887158394,5.424463748931885,5.6329665184021,0.0,2.3670334815979004
48,0.006999999999999999,0.00294,6.480969429016113,0.046361591666936874,0.046361591666936874,0.0,0.04871595650911331,6.9580302238464355,5.648622035980225,0.0,2.3513779640197754,11.164684172719717,0.04140537604689598,0.04140537604689598,0.0,0.050601184368133545,5.424055576324463,5.648622035980225,0.0,2.3513779640197754
49,0.006999999999999999,0.00294,6.479220390319824,0.03933347761631012,0.03933347761631012,0.0,0.04791833087801933,6.9578094482421875,5.662163734436035,0.0,2.337836265563965,11.175648164004087,0.040230508893728256,0.040230508893728256,0.0,0.04977388679981232,5.423480033874512,5.662163734436035,0.0,2.337836265563965
50,0.006999999999999999,0.00294,6.482221603393555,0.0378536731004715,0.0378536731004715,0.0,0.04717317596077919,6.957406044006348,5.673985004425049,0.0,2.326014995574951,11.184283517301083,0.03810272365808487,0.03810272365808487,0.0,0.04894702136516571,5.423248767852783,5.673985004425049,0.0,2.326014995574951
51,0.006999999999999999,0.00294,6.484996795654297,0.03620023652911186,0.03620023652911186,0.0,0.046467285603284836,6.95705509185791,5.685593128204346,0.0,2.3144068717956543,11.190749179571867,0.03401365503668785,0.03401365503668785,0.0,0.04816780984401703,5.422974586486816,5.685593128204346,0.0,2.3144068717956543
52,0.004899999999999999,0.00294,6.48507022857666,0.03191940858960152,0.03191940858960152,0.0,0.04573793709278107,6.956782817840576,5.696901321411133,0.0,2.303098440170288,11.20504980161786,0.03884432837367058,0.03884432837367058,0.0,0.047438688576221466,5.421865463256836,5.696901321411133,0.0,2.303098440170288
53,0.004899999999999999,0.0028812,6.494697093963623,0.036509450525045395,0.036509450525045395,0.0,0.045039039105176926,6.956297397613525,5.710470676422119,0.0,2.289529323577881,11.212144210934639,0.03385036438703537,0.03385036438703537,0.0,0.046683453023433685,5.421139717102051,5.710470676422119,0.0,2.289529323577881
54,0.004899999999999999,0.0028812,6.495634078979492,0.031527794897556305,0.031527794897556305,0.0,0.04437137767672539,6.955666542053223,5.726221084594727,0.0,2.2737789154052734,11.228842169046402,0.03567550703883171,0.03567550703883171,0.0,0.04592268541455269,5.421022891998291,5.726221084594727,0.0,2.2737789154052734
55,0.004899999999999999,0.0028812,6.503002166748047,0.03291033208370209,0.03291033208370209,0.0,0.043705716729164124,6.955525875091553,5.741405010223389,0.0,2.2585949897766113,11.238578947260976,0.030457084998488426,0.030457084998488426,0.0,0.04522046074271202,5.421496391296387,5.741405010223389,0.0,2.2585949897766113
56,0.004899999999999999,0.0028812,6.503683090209961,0.028221238404512405,0.028221238404512405,0.0,0.04303659126162529,6.95572566986084,5.754538059234619,0.0,2.245461940765381,11.248847795650363,0.02901916392147541,0.02901916392147541,0.0,0.0445571206510067,5.420733451843262,5.754538059234619,0.0,2.245461940765381
57,0.004899999999999999,0.0028812,6.506411552429199,0.026389390230178833,0.026389390230178833,0.0,0.04242293909192085,6.955483436584473,5.7663092613220215,0.0,2.2336907386779785,11.266064122319221,0.03581961244344711,0.03581961244344711,0.0,0.04388081282377243,5.4200544357299805,5.7663092613220215,0.0,2.2336907386779785
58,0.004899999999999999,0.0028812,6.517077445983887,0.03297412768006325,0.03297412768006325,0.0,0.04184796288609505,6.954916000366211,5.777370452880859,0.0,2.2226295471191406,11.268339974805713,0.02724033035337925,0.02724033035337925,0.0,0.04322557523846626,5.420503616333008,5.777370452880859,0.0,2.2226295471191406
59,0.004899999999999999,0.0028812,6.511899948120117,0.024404045194387436,0.024404045194387436,0.0,0.04123499244451523,6.955033302307129,5.785683631896973,0.0,2.2143161296844482,11.305092226713896,0.05553879588842392,0.05553879588842392,0.0,0.04264472797513008,5.421225070953369,5.785683631896973,0.0,2.2143161296844482
60,0.004899999999999999,0.0028812,6.543086051940918,0.05259549245238304,0.05259549245238304,0.0,0.0406300388276577,6.955531120300293,5.792430877685547,0.0,2.207569122314453,11.314299918711185,0.058891382068395615,0.058891382068395615,0.0,0.04204155132174492,5.420936107635498,5.792430877685547,0.0,2.207569122314453
61,0.004899999999999999,0.0028812,6.549086570739746,0.056213248521089554,0.056213248521089554,0.0,0.040070705115795135,6.955286502838135,5.798763275146484,0.0,2.2012369632720947,11.284816805273294,0.02500186115503311,0.02500186115503311,0.0,0.04141637310385704,5.41963529586792,5.798763275146484,0.0,2.2012369632720947
62,0.003429999999999999,0.0028812,6.517149925231934,0.021907160058617592,0.021907160058617592,0.0,0.03954467177391052,6.954337120056152,5.806115627288818,0.0,2.1938843727111816,11.3300416842103,0.06466659903526306,0.06466659903526306,0.0,0.04087347537279129,5.418385982513428,5.806115627288818,0.0,2.1938843727111816
63,0.003429999999999999,0.0028812,6.558762550354004,0.06240077316761017,0.06240077316761017,0.0,0.039100270718336105,6.953620433807373,5.810137748718262,0.0,2.1898624897003174,11.349760070443153,0.0809658020734787,0.0809658020734787,0.0,0.040347784757614136,5.418308734893799,5.810137748718262,0.0,2.1898624897003174
64,0.003429999999999999,0.002823576,6.5761003494262695,0.08019427210092545,0.08019427210092545,0.0,0.03861174359917641,6.953326225280762,5.809443473815918,0.0,2.190556287765503,11.317668303847313,0.049577947705984116,0.049577947705984116,0.0,0.03980981186032295,5.418837070465088,5.809443473815918,0.0,2.190556287765503
65,0.003429999999999999,0.002823576,6.542813777923584,0.04864679276943207,0.04864679276943207,0.0,0.03806820884346962,6.953594207763672,5.804698467254639,0.0,2.1953015327453613,11.323252998292446,0.05979899317026138,0.05979899317026138,0.0,0.03927998244762421,5.419475555419922,5.804698467254639,0.0,2.1953015327453613
66,0.003429999999999999,0.002823576,6.550692558288574,0.05768175050616264,0.05768175050616264,0.0,0.03751245513558388,6.95404052734375,5.801144599914551,0.0,2.198855400085449,11.314929727464914,0.055866602808237076,0.055866602808237076,0.0,0.03874862194061279,5.419169902801514,5.801144599914551,0.0,2.198855400085449
67,0.003429999999999999,0.002823576,6.54668664932251,0.054213281720876694,0.054213281720876694,0.0,0.037008002400398254,6.953794002532959,5.800174236297607,0.0,2.1998257637023926,11.286427538841963,0.0299273282289505,0.0299273282289505,0.0,0.038214173167943954,5.418111801147461,5.800174236297607,0.0,2.1998257637023926
68,0.003429999999999999,0.002823576,6.5208940505981445,0.02778673730790615,0.02778673730790615,0.0,0.036543168127536774,6.953034400939941,5.802903652191162,0.0,2.197096347808838,11.318955671042204,0.06150407716631889,0.06150407716631889,0.0,0.03771263360977173,5.416835308074951,5.802903652191162,0.0,2.197096347808838
69,0.003429999999999999,0.002823576,6.553070068359375,0.05919688940048218,0.05919688940048218,0.0,0.036125149577856064,6.952132701873779,5.806173324584961,0.0,2.193826675415039,11.328070223331451,0.06813526898622513,0.06813526898622513,0.0,0.037223391234874725,5.416538238525391,5.806173324584961,0.0,2.193826675415039
70,0.003429999999999999,0.002823576,6.560773849487305,0.0664827898144722,0.0664827898144722,0.0,0.0356762558221817,6.951916217803955,5.807547569274902,0.0,2.1924526691436768,11.28929303586483,0.02785918489098549,0.02785918489098549,0.0,0.0367438904941082,5.417142391204834,5.807547569274902,0.0,2.1924526691436768
71,0.003429999999999999,0.002823576,6.519503593444824,0.02620621584355831,0.02620621584355831,0.0,0.03520335257053375,6.952225685119629,5.804601192474365,0.0,2.1953988075256348,11.300884559750557,0.0414910688996315,0.0414910688996315,0.0,0.03631953150033951,5.418472766876221,5.804601192474365,0.0,2.1953988075256348
72,0.002400999999999999,0.002823576,6.529911041259766,0.03949309140443802,0.03949309140443802,0.0,0.03475664556026459,6.953157901763916,5.796009540557861,0.0,2.2039904594421387,11.313454147428274,0.06254298985004425,0.06254298985004425,0.0,0.03587953373789787,5.419022083282471,5.796009540557861,0.0,2.2039904594421387
73,0.002400999999999999,0.002823576,6.5462799072265625,0.06029963493347168,0.06029963493347168,0.0,0.03434348851442337,6.953439712524414,5.784585952758789,0.0,2.21541428565979,11.274414751678705,0.03590380772948265,0.03590380772948265,0.0,0.03541216999292374,5.41851282119751,5.784585952758789,0.0,2.21541428565979
74,0.002400999999999999,0.002823576,6.5152740478515625,0.03411470353603363,0.03411470353603363,0.0,0.03394031897187233,6.9530863761901855,5.773064613342285,0.0,2.226935386657715,11.258107606321573,0.032841846346855164,0.032841846346855164,0.0,0.03496386483311653,5.417237281799316,5.773064613342285,0.0,2.226935386657715
75,0.002400999999999999,0.00276710448,6.509198188781738,0.03182100132107735,0.03182100132107735,0.0,0.03356212377548218,6.952167510986328,5.764989852905273,0.0,2.2350099086761475,11.252615358680487,0.036665938794612885,0.036665938794612885,0.0,0.03454912081360817,5.416410446166992,5.764989852905273,0.0,2.2350099086761475
76,0.002400999999999999,0.00276710448,6.5101118087768555,0.035255830734968185,0.035255830734968185,0.0,0.0331658199429512,6.951645374298096,5.759471893310547,0.0,2.2405283451080322,11.23635278083384,0.026227174326777458,0.026227174326777458,0.0,0.03415219113230705,5.416501522064209,5.759471893310547,0.0,2.2405283451080322
77,0.002400999999999999,0.00276710448,6.497389316558838,0.024325674399733543,0.024325674399733543,0.0,0.032758768647909164,6.951757907867432,5.754824638366699,0.0,2.24517560005188,11.23411493562162,0.02821343205869198,0.02821343205869198,0.0,0.033763766288757324,5.417313098907471,5.754824638366699,0.0,2.24517560005188
78,0.002400999999999999,0.00276710448,6.496923446655273,0.02609018236398697,0.02609018236398697,0.0,0.03236570209264755,6.952195644378662,5.748595237731934,0.0,2.2514050006866455,11.227027056738734,0.027576221153140068,0.027576221153140068,0.0,0.03334604203701019,5.41750955581665,5.748595237731934,0.0,2.2514050006866455
79,0.002400999999999999,0.00276710448,6.49363899230957,0.025442080572247505,0.025442080572247505,0.0,0.03199094906449318,6.952249526977539,5.741925239562988,0.0,2.2580745220184326,11.217119727283716,0.025351639837026596,0.025351639837026596,0.0,0.03293982893228531,5.416903018951416,5.741925239562988,0.0,2.2580745220184326
80,0.002400999999999999,0.00276710448,6.488578796386719,0.023343045264482498,0.023343045264482498,0.0,0.03163581341505051,6.951845645904541,5.735129356384277,0.0,2.2648708820343018,11.202712960541248,0.018802866339683533,0.018802866339683533,0.0,0.03257056325674057,5.416210174560547,5.735129356384277,0.0,2.2648708820343018
81,0.002400999999999999,0.00276710448,6.479235649108887,0.017216378822922707,0.017216378822922707,0.0,0.03128545731306076,6.951459884643555,5.7276692390441895,0.0,2.2723307609558105,11.202382804825902,0.02586544118821621,0.02586544118821621,0.0,0.03222643956542015,5.416621685028076,5.7276692390441895,0.0,2.2723307609558105
82,0.0016806999999999992,0.00276710448,6.483173370361328,0.024574173614382744,0.024574173614382744,0.0,0.030933432281017303,6.95166015625,5.7188215255737305,0.0,2.2811782360076904,11.187350150197744,0.01983916014432907,0.01983916014432907,0.0,0.03185749426484108,5.416831970214844,5.7188215255737305,0.0,2.2811782360076904
83,0.0016806999999999992,0.00276710448,6.473384857177734,0.0185213815420866,0.0185213815420866,0.0,0.03058931790292263,6.951707363128662,5.709468364715576,0.0,2.290531635284424,11.183532252907753,0.026053905487060547,0.026053905487060547,0.0,0.031477466225624084,5.416532516479492,5.709468364715576,0.0,2.290531635284424
84,0.0016806999999999992,0.00276710448,6.477272033691406,0.02528657205402851,0.02528657205402851,0.0,0.03026384301483631,6.95149564743042,5.702592849731445,0.0,2.297407388687134,11.178676214069128,0.028661733493208885,0.028661733493208885,0.0,0.031138500198721886,5.416283130645752,5.702592849731445,0.0,2.297407388687134
85,0.0016806999999999992,0.00276710448,6.477230072021484,0.027445146813988686,0.027445146813988686,0.0,0.029937537387013435,6.951313018798828,5.6973676681518555,0.0,2.3026320934295654,11.160315703600645,0.01608930341899395,0.01608930341899395,0.0,0.03083118610084057,5.416027545928955,5.6973676681518555,0.0,2.3026320934295654
86,0.0016806999999999992,0.0027117623904,6.462351322174072,0.01422965805977583,0.01422965805977583,0.0,0.029611915349960327,6.951348304748535,5.693156719207764,0.0,2.3068432807922363,11.154771109111607,0.015060876496136189,0.015060876496136189,0.0,0.030507370829582214,5.416046142578125,5.693156719207764,0.0,2.3068432807922363
87,0.0016806999999999992,0.0027117623904,6.459609031677246,0.013721526600420475,0.013721526600420475,0.0,0.029310379177331924,6.951267242431641,5.687694549560547,0.0,2.3123056888580322,11.154691897332668,0.02086484618484974,0.02086484618484974,0.0,0.03017457388341427,5.415957927703857,5.687694549560547,0.0,2.3123056888580322
88,0.0016806999999999992,0.0027117623904,6.463981628417969,0.0203534048050642,0.0203534048050642,0.0,0.029024843126535416,6.95116662979126,5.682199478149414,0.0,2.317800283432007,11.144907854497433,0.016849800944328308,0.016849800944328308,0.0,0.029874421656131744,5.415984153747559,5.682199478149414,0.0,2.317800283432007
89,0.0016806999999999992,0.0027117623904,6.45793342590332,0.016257628798484802,0.016257628798484802,0.0,0.02873157151043415,6.951170921325684,5.677310943603516,0.0,2.3226892948150635,11.144028695300221,0.02124970033764839,0.02124970033764839,0.0,0.029607398435473442,5.415860652923584,5.677310943603516,0.0,2.3226892948150635
90,0.0016806999999999992,0.0027117623904,6.460422039031982,0.01990055851638317,0.01990055851638317,0.0,0.028444435447454453,6.951117515563965,5.6745076179504395,0.0,2.3254923820495605,11.139457773417234,0.02019491046667099,0.02019491046667099,0.0,0.02931087091565132,5.415444374084473,5.6745076179504395,0.0,2.3254923820495605
