iter	Passed	Remaining
724	3652	1385
725	3656	1379
726	3661	1374
727	3666	1369
728	3671	1364
729	3676	1359
730	3681	1354
731	3685	1349
732	3690	1344
733	3694	1338
734	3698	1333
735	3703	1328
736	3708	1323
737	3714	1318
738	3719	1313
739	3724	1308
740	3729	1303
741	3734	1298
742	3739	1293
743	3745	1288
744	3750	1283
745	3756	1278
746	3760	1273
747	3765	1268
748	3769	1263
749	3774	1258
750	3779	1252
751	3783	1247
752	3787	1242
753	3792	1237
754	3797	1232
755	3802	1227
756	3807	1222
757	3812	1217
758	3816	1211
759	3821	1206
760	3825	1201
761	3830	1196
762	3834	1191
763	3839	1185
764	3842	1180
765	3846	1175
766	3851	1169
767	3855	1164
768	3861	1159
769	3865	1154
770	3869	1149
771	3873	1143
772	3877	1138
773	3881	1133
774	3885	1128
775	3890	1123
776	3894	1117
777	3898	1112
778	3903	1107
779	3908	1102
780	3912	1097
781	3917	1092
782	3922	1087
783	3928	1082
784	3932	1076
785	3937	1072
786	3942	1066
787	3947	1062
788	3951	1056
789	3956	1051
790	3962	1046
791	3966	1041
792	3971	1036
793	3975	1031
794	3980	1026
795	3984	1021
796	3989	1016
797	3994	1011
798	3998	1005
799	4001	1000
800	4006	995
801	4009	989
802	4013	984
803	4017	979
804	4021	974
805	4025	968
806	4029	963
807	4032	958
808	4036	953
809	4040	947
810	4044	942
811	4048	937
812	4051	931
813	4055	926
814	4059	921
815	4063	916
816	4066	910
817	4070	905
818	4074	900
819	4078	895
820	4082	890
821	4086	884
822	4089	879
823	4093	874
824	4097	869
825	4101	864
826	4106	859
827	4110	853
828	4114	848
829	4118	843
830	4122	838
831	4126	833
832	4130	828
833	4134	822
834	4138	817
835	4142	812
836	4146	807
837	4151	802
838	4155	797
839	4158	792
840	4162	787
841	4167	781
842	4170	776
843	4174	771
844	4178	766
845	4182	761
846	4186	756
847	4190	751
848	4194	745
849	4198	740
850	4201	735
851	4205	730
852	4209	725
853	4212	720
854	4216	715
855	4220	709
856	4223	704
857	4227	699
858	4232	694
859	4235	689
860	4239	684
861	4243	679
862	4246	674
863	4250	669
864	4254	663
865	4257	658
866	4261	653
867	4265	648
868	4270	643
869	4274	638
870	4278	633
871	4282	628
872	4285	623
873	4289	618
874	4293	613
875	4297	608
876	4301	603
877	4304	598
878	4308	593
879	4312	588
880	4316	583
881	4320	578
882	4325	573
883	4329	568
884	4333	563
885	4337	558
886	4341	553
887	4345	548
888	4349	543
889	4353	538
890	4357	533
891	4361	528
892	4365	523
893	4368	517
894	4372	512
