iter	Passed	Remaining
674	1342	646
675	1344	644
676	1345	642
677	1347	640
678	1349	637
679	1351	636
680	1353	634
681	1355	632
682	1357	630
683	1359	628
684	1361	626
685	1363	624
686	1365	622
687	1367	620
688	1369	618
689	1371	616
690	1373	614
691	1375	612
692	1377	610
693	1379	608
694	1381	606
695	1383	604
696	1385	602
697	1386	600
698	1389	598
699	1391	596
700	1393	594
701	1395	592
702	1396	590
703	1398	588
704	1400	586
705	1402	584
706	1404	582
707	1406	579
708	1408	577
709	1410	575
710	1412	574
711	1414	572
712	1416	570
713	1417	567
714	1419	565
715	1421	563
716	1423	561
717	1425	559
718	1426	557
719	1429	555
720	1431	553
721	1432	551
722	1434	549
723	1436	547
724	1437	545
725	1439	543
726	1441	541
727	1443	539
728	1445	537
729	1447	535
730	1449	533
731	1450	531
732	1452	529
733	1454	527
734	1455	524
735	1457	522
736	1459	520
737	1461	518
738	1463	516
739	1465	514
740	1466	512
741	1468	510
742	1470	508
743	1471	506
744	1473	504
745	1475	502
746	1477	500
747	1478	498
748	1480	496
749	1482	494
750	1483	491
751	1485	489
752	1486	487
753	1488	485
754	1490	483
755	1492	481
756	1494	479
757	1495	477
758	1497	475
759	1499	473
760	1500	471
761	1502	469
762	1504	467
763	1505	465
764	1507	463
765	1509	461
766	1510	458
767	1512	456
768	1514	454
769	1515	452
770	1517	450
771	1519	448
772	1521	446
773	1522	444
774	1524	442
775	1526	440
776	1527	438
777	1529	436
778	1531	434
779	1532	432
780	1534	430
781	1536	428
782	1538	426
783	1539	424
784	1541	422
785	1543	420
786	1544	418
787	1546	416
788	1548	413
789	1549	411
790	1551	409
791	1553	407
792	1555	405
793	1556	403
794	1558	401
795	1560	399
796	1562	397
797	1563	395
798	1565	393
799	1567	391
800	1569	389
801	1571	387
802	1573	385
803	1575	384
804	1576	382
805	1578	379
806	1580	378
807	1582	376
808	1584	374
809	1586	372
810	1588	370
811	1590	368
812	1591	366
813	1593	364
814	1595	362
815	1597	360
816	1599	358
817	1600	356
818	1602	354
819	1604	352
820	1606	350
821	1608	348
822	1609	346
823	1611	344
824	1613	342
825	1615	340
826	1616	338
827	1618	336
828	1620	334
829	1622	332
830	1624	330
831	1626	328
832	1628	326
833	1629	324
834	1631	322
835	1633	320
836	1635	318
837	1637	316
838	1639	314
839	1640	312
840	1642	310
841	1644	308
842	1646	306
843	1648	304
844	1649	302
845	1651	300
846	1653	298
847	1655	296
848	1657	294
849	1658	292
850	1660	290
851	1662	288
852	1663	286
853	1665	284
854	1667	282
855	1669	280
856	1670	278
857	1672	276
858	1674	274
859	1676	272
860	1677	270
861	1679	268
862	1681	266
863	1682	264
864	1684	262
865	1686	260
866	1688	258
867	1690	257
868	1691	255
869	1693	253
870	1694	251
871	1696	249
872	1698	247
873	1700	245
874	1701	243
875	1703	241
876	1705	239
877	1706	237
878	1708	235
879	1710	233
880	1711	231
881	1713	229
882	1715	227
883	1717	225
884	1719	223
885	1720	221
886	1722	219
887	1724	217
888	1725	215
889	1727	213
890	1729	211
891	1730	209
892	1732	207
893	1734	205
894	1736	203
895	1738	201
896	1739	199
897	1741	197
898	1743	195
899	1744	193
900	1746	191
901	1748	189
902	1750	188
903	1752	186
904	1754	184
905	1755	182
906	1757	180
907	1759	178
908	1761	176
909	1763	174
910	1764	172
911	1766	170
912	1768	168
913	1770	166
914	1771	164
915	1773	162
916	1775	160
917	1777	158
918	1779	156
919	1780	154
920	1782	152
921	1784	150
922	1786	149
923	1788	147
924	1789	145
925	1791	143
926	1793	141
927	1795	139
928	1797	137
929	1798	135
930	1800	133
931	1802	131
932	1804	129
933	1806	127
934	1807	125
935	1809	123
936	1811	121
937	1813	119
938	1815	117
939	1816	115
940	1818	114
941	1820	112
942	1821	110
943	1823	108
944	1825	106
945	1827	104
946	1829	102
947	1831	100
948	1833	98
949	1834	96
950	1836	94
951	1838	92
952	1840	90
953	1842	88
954	1844	86
955	1845	84
956	1847	83
957	1849	81
958	1851	79
959	1852	77
960	1854	75
961	1856	73
962	1858	71
963	1860	69
964	1862	67
965	1864	65
966	1865	63
967	1867	61
968	1869	59
969	1871	57
970	1872	55
971	1874	54
972	1876	52
973	1878	50
974	1879	48
975	1881	46
976	1883	44
977	1884	42
978	1886	40
979	1888	38
980	1890	36
981	1891	34
982	1893	32
983	1895	30
984	1896	28
985	1898	26
986	1900	25
987	1901	23
988	1903	21
989	1905	19
990	1906	17
991	1908	15
992	1910	13
993	1912	11
994	1913	9
995	1915	7
996	1917	5
997	1918	3
998	1920	1
999	1922	0
