iter	Logloss
251	0.488444025
252	0.4882957894
253	0.4880880234
254	0.4878615566
255	0.4877280014
256	0.487531755
257	0.4873497452
258	0.4871226896
259	0.4869619047
260	0.4867921319
261	0.4865276871
262	0.4862604654
263	0.4861416074
264	0.4859736413
265	0.4858004982
266	0.4856298263
267	0.4853771924
268	0.4851101511
269	0.4849745163
270	0.484807118
271	0.484500303
272	0.4843340176
273	0.4841825139
274	0.4839896682
275	0.4837053861
276	0.4836222723
277	0.4833787443
278	0.4833005432
279	0.4831522523
280	0.4830549335
281	0.4827314989
282	0.4826210696
283	0.4824573011
284	0.4821751944
285	0.4820320579
286	0.4818760048
287	0.4817120159
288	0.4815711849
289	0.4813270873
290	0.4811014287
291	0.480917039
292	0.4806419613
293	0.4804896521
294	0.4802245881
295	0.4799784877
296	0.4797763088
297	0.4794839937
298	0.4792237444
299	0.4789855676
300	0.4788619638
301	0.4786474859
302	0.4784934002
303	0.4783569632
304	0.4781781507
305	0.4779345445
306	0.4777341366
307	0.4775294853
308	0.4773402025
309	0.4771043684
310	0.4769491471
311	0.4767469471
312	0.4765952237
313	0.4762363108
314	0.4761108789
315	0.475895051
316	0.4757099427
317	0.4754946453
318	0.4754002662
319	0.4752480155
320	0.4750721867
321	0.474914015
322	0.4746669175
323	0.4745188093
324	0.4744124958
325	0.474114767
326	0.4738624655
327	0.4737454923
328	0.4735018997
329	0.4733634561
330	0.473189847
331	0.4729733171
332	0.4728284966
333	0.4725816064
334	0.472386139
335	0.4722427597
336	0.4720781249
337	0.4718487728
338	0.4717403855
339	0.4715702497
340	0.4712609945
341	0.4711243928
342	0.4708613854
343	0.4706538786
344	0.4705119387
345	0.4702810907
346	0.4701707488
347	0.4698170707
348	0.4696192429
349	0.4692595265
350	0.469022475
351	0.4687603975
352	0.4686073321
353	0.4682601475
354	0.4679621775
355	0.4677194601
356	0.4675611792
357	0.4673957282
358	0.4671805766
359	0.466956657
360	0.4667978962
361	0.4666498146
362	0.4665192386
363	0.4664142712
364	0.4662994017
365	0.4660735122
366	0.4659000571
367	0.4657232119
368	0.4653678443
369	0.4650768625
370	0.4648307891
371	0.4646704118
372	0.4644846627
373	0.4642977978
374	0.4640071232
375	0.4638522384
376	0.4635833426
377	0.4634409296
378	0.4633120408
379	0.4630919346
380	0.4628058931
381	0.4626688283
382	0.4624411276
383	0.4622733055
384	0.46205867
385	0.4618671689
386	0.4617185175
387	0.4614966291
388	0.4611703296
389	0.4608780971
390	0.4607359306
391	0.4606073872
392	0.4604549178
393	0.4603007805
394	0.4601761419
395	0.4598060053
396	0.4596344722
397	0.4595093066
398	0.4592977312
399	0.4591222073
400	0.4589435065
401	0.4588043287
402	0.458647546
403	0.4584081381
404	0.458087171
405	0.4578543179
406	0.4576066996
407	0.4574229641
408	0.4572653207
409	0.4570599743
410	0.4568501485
411	0.4566523541
412	0.4563447172
413	0.4560774528
414	0.4559440829
415	0.4558441911
416	0.4555199136
417	0.4553652131
418	0.4551580195
419	0.4549845609
420	0.4548585332
421	0.4545707571
422	0.454306854
423	0.4540698783
424	0.4538486271
425	0.4537140509
426	0.4534107637
427	0.4532067059
428	0.452987768
429	0.452703168
430	0.4525367389
431	0.4523628371
432	0.4522645986
433	0.4521086881
434	0.4518396106
435	0.4516765012
436	0.4514678351
437	0.4513649448
438	0.4512094434
439	0.451038913
440	0.450891377
441	0.4506961054
442	0.4505410303
443	0.4503973613
444	0.4501831383
445	0.449970877
446	0.4498621059
447	0.4497295459
448	0.449544652
449	0.4492801838
450	0.4491895601
451	0.4489135447
452	0.4486902811
453	0.4485309209
454	0.4483327893
455	0.4480886606
456	0.4479561206
457	0.4477635428
458	0.447579846
459	0.4473512049
460	0.4471148584
461	0.4469091912
462	0.4467691403
463	0.446634946
464	0.4464796908
465	0.4462422835
466	0.4460675848
467	0.4458691706
468	0.4456703955
469	0.4454875537
470	0.4452084786
471	0.445134699
472	0.4448858185
473	0.4446280712
474	0.444443916
475	0.4443409582
476	0.4441283044
477	0.4438955933
478	0.4436941648
479	0.4435347938
480	0.4433797801
481	0.4431122914
482	0.4429753463
483	0.4427879961
484	0.4426710517
485	0.4425086134
486	0.4424218123
487	0.4420987229
488	0.4418598605
489	0.4416933103
490	0.441318811
491	0.4410980144
492	0.4408706975
493	0.4407367149
494	0.4405291102
495	0.4403510388
496	0.4402098143
497	0.4400571426
498	0.4398218243
499	0.4396380849
500	0.4394473928
501	0.4392375828
502	0.439088441
503	0.4389429556
504	0.4387898868
505	0.4386249826
506	0.4384424421
507	0.4383228665
508	0.4382350267
509	0.4380475715
510	0.4379631419
511	0.4379278302
512	0.4377416466
513	0.4375747072
514	0.4374446577
515	0.437253167
516	0.437077777
517	0.4368951497
518	0.4367708319
519	0.4366810968
520	0.4364683086
521	0.4362739744
522	0.4360716462
523	0.4358284451
524	0.4356959999
525	0.4356035191
526	0.435467281
527	0.435370622
528	0.4352341452
529	0.4351509625
530	0.4350094766
531	0.4348985881
532	0.4347385911
533	0.4346113283
534	0.4344158987
535	0.4342043385
536	0.434072051
537	0.4339790171
538	0.4338144752
539	0.4336468467
540	0.4335103314
541	0.4333433919
542	0.4331890724
543	0.4330309344
544	0.4327761822
545	0.4324696558
546	0.4322341164
547	0.4320690996
548	0.4319426175
549	0.4318748173
550	0.4317269236
551	0.4315603614
552	0.431443862
553	0.4313108391
554	0.4311262434
555	0.4309384102
556	0.4307423283
557	0.4305956392
558	0.4304385312
559	0.4302810252
560	0.4301143345
561	0.4299746978
562	0.4298048033
563	0.4296352226
564	0.4295039023
565	0.429331869
566	0.4291475464
567	0.4290097024
568	0.4287879771
569	0.4286122147
570	0.4284741542
571	0.4283228269
572	0.4282010912
573	0.4280479758
574	0.4279312845
575	0.4278053358
576	0.4276226453
577	0.4274716161
578	0.4273453999
579	0.427118089
580	0.426981447
581	0.4268191457
582	0.4266376973
583	0.4265621582
584	0.4264128195
585	0.4262230786
586	0.4260411449
587	0.4259369784
588	0.4257755469
589	0.4255524108
590	0.4254761002
591	0.4253029527
592	0.4251749043
593	0.4250388131
594	0.4249386051
595	0.4248453312
596	0.4247038772
597	0.4244740316
598	0.4243460739
599	0.4242260372
600	0.4240678389
601	0.423945986
602	0.4237825704
603	0.4237220984
604	0.4235411615
605	0.4233401033
606	0.4231942396
607	0.4230106755
608	0.4228147421
609	0.4227198088
610	0.4226134366
611	0.4224974033
612	0.4223950525
613	0.4221630441
614	0.4220309326
615	0.421855311
616	0.4216604804
617	0.4214947471
618	0.4214112008
619	0.4213380957
620	0.4211035057
621	0.4209207335
622	0.4207125831
623	0.4206051786
624	0.4203845769
625	0.4203131137
626	0.4201001405
627	0.419966419
628	0.4198143857
629	0.4196672877
630	0.419566364
631	0.419399669
632	0.4192883375
633	0.4190843053
634	0.4190164598
635	0.4188272162
636	0.4186823068
637	0.4186118828
638	0.4185160578
639	0.4184494746
640	0.4182895097
641	0.418102073
642	0.418021798
643	0.4179619812
644	0.4178041137
645	0.4175747466
646	0.4174182465
647	0.4172600325
648	0.4171993527
649	0.4170419125
650	0.4169030173
651	0.4167579289
652	0.4166059936
653	0.4164960569
654	0.4164143919
655	0.4163325466
656	0.4161966452
657	0.4160181933
658	0.4158511013
659	0.4157581032
660	0.4156572927
661	0.4154175736
662	0.4152724909
663	0.4151275135
664	0.4148947112
665	0.4147924858
666	0.414581533
667	0.4144757039
668	0.4144006548
669	0.4142396158
670	0.4140841518
671	0.4139141886
672	0.4138027307
673	0.4136672896
674	0.4134984744
675	0.4133284733
676	0.4131626337
677	0.4129534895
678	0.4128598727
679	0.412754318
680	0.4125860666
681	0.4123658212
682	0.4122772891
683	0.4121690696
684	0.4120815202
685	0.4119041563
686	0.4117536057
687	0.4116725263
688	0.411511144
689	0.4113722418
690	0.4112949152
691	0.4112386901
692	0.4111450371
693	0.4109600116
694	0.4108673225
695	0.410796495
696	0.4106315717
697	0.4104798403
698	0.4102991859
699	0.4101574664
700	0.4100512323
701	0.4099494241
702	0.4097248617
